Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
016880,KR7016880007,웅진,KOSPI,,4355,2,-155,-3.44,4505,4555,4250,1148681,5013273441,348082433400,79927080,STK
003000,KR7003000007,부광약품,KOSPI,,3520,2,-100,-2.76,3600,3610,3485,471979,1660537991,347299641920,98664671,STK
000320,KR7000320002,노루홀딩스,KOSPI,,26050,2,-700,-2.62,29000,29850,25550,168816,4530991650,346234483550,13291151,STK
020000,KR7020000006,한섬,KOSPI,,15200,2,-290,-1.87,15570,15570,15100,44756,681443360,341053754400,22437747,STK
029460,KR7029460003,케이씨,KOSPI,,25700,2,-500,-1.91,25800,26050,25300,60418,1547825825,340043459100,13231263,STK
005945,KR7005941000,NH투자증권우,KOSPI,,17730,2,-280,-1.55,18010,18080,17640,60418,1074248370,334582262640,18870968,STK
025860,KR7025860008,남해화학,KOSPI,,6730,2,-110,-1.61,6830,6830,6640,67049,451605525,334338613390,49678843,STK
002310,KR7002310001,아세아제지,KOSPI,,8010,2,-180,-2.2,8180,8180,7970,122240,981906630,333476405100,41632510,STK
003920,KR7003920006,남양유업,KOSPI,,55000,2,-800,-1.43,55800,55800,54600,4702,257810500,330000000000,6000000,STK
005090,KR7005090006,SGC에너지,KOSPI,,22900,2,-150,-0.65,23200,23200,22750,23058,527647750,329973725700,14409333,STK
001820,KR7001820000,삼화콘덴서,KOSPI,,31550,2,-1900,-5.68,32950,33150,31500,151294,4839499750,327962250000,10395000,STK
007690,KR7007690001,국도화학,KOSPI,,35300,2,-600,-1.67,35900,35900,35100,8805,311024800,326907369600,9260832,STK
286940,KR7286940002,롯데이노베이트,KOSPI,,21600,2,-600,-2.7,22350,22350,21200,29455,635532250,326794327200,15129367,STK
900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1691,2,-21,-1.23,1712,1717,1674,402362,677119201,326769570512,193240432,STK
084690,KR7084690007,대상홀딩스,KOSPI,,9020,2,-210,-2.28,9310,9310,8980,94548,856282690,326637092760,36212538,STK
001390,KR7001390004,KG케미칼,KOSPI,,4720,2,-50,-1.05,4755,4850,4645,197614,927854018,323173868800,68469040,STK
092790,KR7092790005,넥스틸,KOSPI,,12230,2,-340,-2.7,12500,12660,12230,240078,2968127820,318004460000,26002000,STK
105840,KR7105840003,우진,KOSPI,,15650,1,600,3.99,15100,16150,14820,3009797,46668235225,316093535500,20197670,STK
003120,KR7003120003,일성아이에스,KOSPI,,23650,1,50,0.21,23600,23950,23350,4725,111232250,314545000000,13300000,STK
033270,KR7033270000,유나이티드제약,KOSPI,,18950,2,-500,-2.57,19370,19450,18900,59725,1136984990,309525926900,16333822,STK
000157,KR7000152009,두산2우B,KOSPI,,346000,2,-9500,-2.67,350000,354500,341000,2047,704932500,308991148000,893038,STK
009290,KR7009290008,광동제약,KOSPI,,5880,2,-30,-0.51,5980,5980,5810,77675,456158680,308234603880,52420851,STK
001510,KR7001510007,SK증권,KOSPI,,651,2,-12,-1.81,668,669,647,2160423,1416418559,307656201321,472590171,STK
017390,KR7017390006,서울가스,KOSPI,,61500,2,-100,-0.16,61600,62100,61100,6006,369243450,307500000000,5000000,STK
006110,KR7006110001,삼아알미늄,KOSPI,,20900,2,-1050,-4.78,21500,21500,20700,48837,1025694700,307479044400,14711916,STK
012030,KR7012030003,DB,KOSPI,,1526,2,-34,-2.18,1566,1566,1513,834673,1277211675,306991421758,201173933,STK
002320,KR7002320000,한진,KOSPI,,20050,3,0,0.0,19920,20100,19830,35774,713493040,305461950500,15235010,STK
005720,KR7005720008,넥센,KOSPI,,5650,2,-220,-3.75,5820,5840,5630,38309,218609540,302523470050,53543977,STK
126720,KR7126720002,수산인더스트리,KOSPI,,21100,2,-450,-2.09,21350,21550,20950,35839,759645500,301434600000,14286000,STK
377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3405,2,-15,-0.44,3400,3420,3390,112796,383646805,301002000000,88400000,STK
194370,KR7194370003,제이에스코퍼레이션,KOSPI,,10280,2,-190,-1.81,10510,10530,10000,123144,1258847910,298292272240,29016758,STK
088260,KR7088260005,이리츠코크렙,KOSPI,,4695,3,0,0.0,4700,4700,4625,42053,195723520,297388765050,63341590,STK
035150,KR7035150002,백산,KOSPI,,14140,1,110,0.78,14100,14180,14030,14616,205943300,296967813380,21001967,STK
200880,KR7200880003,서연이화,KOSPI,,10860,2,-280,-2.51,11130,11130,10810,83105,906940525,293528825820,27028437,STK
003220,KR7003220001,대원제약,KOSPI,,13020,2,-110,-0.84,13110,13110,12980,25860,336621940,292007130660,22427583,STK
009160,KR7009160003,SIMPAC,KOSPI,,4440,2,-10,-0.22,4420,4535,4420,40835,181831189,290507051040,65429516,STK
078520,KR7078520004,에이블씨엔씨,KOSPI,,11040,2,-210,-1.87,11250,11420,10940,284737,3162096605,287196337440,26014161,STK
008490,KR7008490005,서흥,KOSPI,,24800,2,-550,-2.17,25200,25350,24500,32921,818810450,286914002400,11569113,STK
000680,KR7000680009,LS네트웍스,KOSPI,,3620,2,-70,-1.9,3690,3690,3580,225119,815557800,285266917920,78803016,STK
008060,KR7008060006,대덕,KOSPI,,8400,2,-290,-3.34,8670,8680,8370,142840,1209695640,284677260000,33890150,STK
092230,KR7092230002,KPX홀딩스,KOSPI,,67100,2,-700,-1.03,67800,67800,66700,942,63106600,283473746600,4224646,STK
009680,KR7009680000,모토닉,KOSPI,,10050,3,0,0.0,10020,10140,9970,42072,421946055,281902500000,28050000,STK
010580,KR7010580009,에스엠벡셀,KOSPI,,2520,2,-125,-4.73,3180,3435,2415,32235034,92304190000,280354435200,111251760,STK
011760,KR7011760006,현대코퍼레이션,KOSPI,,21150,2,-400,-1.86,21450,21550,21000,55951,1184062850,279792630900,13228966,STK
123890,KR7123890006,한국자산신탁,KOSPI,,2280,2,-25,-1.08,2305,2305,2270,251049,573395851,279012551280,122373926,STK
002810,KR7002810000,삼영무역,KOSPI,,15010,2,-430,-2.78,15400,15440,15010,27825,420974015,277188889480,18466948,STK
122900,KR7122900004,아이마켓코리아,KOSPI,,8240,2,-80,-0.96,8320,8330,8210,46788,386315855,275453641600,33428840,STK
010690,KR7010690006,화신,KOSPI,,7760,2,-180,-2.27,7940,7940,7740,152440,1188769210,270982381600,34920410,STK
226320,KR7226320000,잇츠한불,KOSPI,,12200,2,-180,-1.45,12400,12400,11980,25268,305555810,267537643000,21929315,STK
005500,KR7005500004,삼진제약,KOSPI,,19180,2,-420,-2.14,19410,19600,19150,38870,749858655,266602000000,13900000,STK
015860,KR7015860000,일진홀딩스,KOSPI,,5350,2,-30,-0.56,5390,5400,5290,81877,435881120,264009034050,49347483,STK
417310,KR7417310000,코람코더원리츠,KOSPI,,6530,1,60,0.93,6490,6550,6430,150342,973580035,263812000000,40400000,STK
003350,KR7003350006,한국화장품제조,KOSPI,,58100,2,-300,-0.51,58100,58100,56900,20872,1199805000,263309200000,4532000,STK
136490,KR7136490000,선진,KOSPI,,11040,2,-480,-4.17,11410,11470,10950,145138,1612864925,262526828160,23779604,STK
004360,KR7004360004,세방,KOSPI,,13700,2,-140,-1.01,13830,13830,13460,59627,810666510,261883761100,19115603,STK
0030R0,KR70030R0007,대신밸류리츠,KOSPI,,4375,2,-25,-0.57,4390,4410,4350,71204,311166309,261537500000,59780000,STK
138490,KR7138490008,코오롱ENP,KOSPI,,6850,2,-100,-1.44,7010,7010,6760,64426,439287200,260300000000,38000000,STK
009470,KR7009470006,삼화전기,KOSPI,,38850,2,-1750,-4.31,39800,40400,38650,117077,4604557075,256946907000,6613820,STK
001790,KR7001790005,대한제당,KOSPI,,2855,2,-50,-1.72,2895,2895,2840,276482,789884604,256083735900,89696580,STK
000540,KR7000540005,흥국화재,KOSPI,,3980,2,-40,-1.0,4020,4045,3900,88841,351357447,255685727100,64242645,STK
108670,KR7108670001,LX하우시스,KOSPI,,28150,2,-200,-0.71,28500,28550,28000,24858,700340750,252439910500,8967670,STK
002900,KR7002900009,TYM,KOSPI,,5560,2,-180,-3.14,5730,5730,5490,299978,1671509725,250483315360,45050956,STK
007570,KR7007570005,일양약품,KOSPI,,13050,0,0,0.0,0,0,0,0,0,249067915200,19085664,STK
000490,KR7000490003,대동,KOSPI,,9410,2,-260,-2.69,9670,9670,9380,162609,1539266360,248354911780,26392658,STK
001340,KR7001340009,PKC,KOSPI,,5510,2,-100,-1.78,5610,5640,5470,92171,510426635,247500422570,44918407,STK
214420,KR7214420002,토니모리,KOSPI,,10270,2,-390,-3.66,10660,10660,10250,154732,1604306890,247042785730,24054799,STK
009155,KR7009151002,삼성전기우,KOSPI,,84900,2,-4300,-4.82,89000,89000,83200,55449,4690470900,246802941600,2906984,STK
001130,KR7001130004,대한제분,KOSPI,,145900,2,-1500,-1.02,147300,147300,144500,1836,266631400,246571000000,1690000,STK
037710,KR7037710001,광주신세계,KOSPI,,30600,1,50,0.16,30550,30600,30350,6124,186587375,243490014000,7957190,STK
001460,KR7001460005,BYC,KOSPI,,38700,2,-550,-1.4,39900,39900,38300,2214,85726500,241726005000,6246150,STK
096760,KR7096760004,JW홀딩스,KOSPI,,3245,2,-45,-1.37,3265,3310,3210,77421,250887810,239886436790,73924942,STK
004980,KR7004980009,성신양회,KOSPI,,9740,2,-110,-1.12,9850,9860,9570,80624,780047605,238786551020,24516073,STK
053690,KR7053690004,한미글로벌,KOSPI,,21750,2,-1600,-6.85,22900,22950,21350,391701,8605189625,238326712500,10957550,STK
051905,KR7051901007,LG생활건강우,KOSPI,,113500,2,-2000,-1.73,115400,115400,111500,9429,1069435400,238315609500,2099697,STK
053210,KR7053210001,스카이라이프,KOSPI,,5010,2,-20,-0.4,5010,5050,4985,24104,120512140,238090004550,47522955,STK
004430,KR7004430005,송원산업,KOSPI,,9920,2,-110,-1.1,10040,10090,9870,33051,327571300,238080000000,24000000,STK
025000,KR7025000001,KPX케미칼,KOSPI,,49100,2,-250,-0.51,48950,49350,48850,4054,198804775,237644000000,4840000,STK
001630,KR7001630003,종근당홀딩스,KOSPI,,47100,2,-1200,-2.48,48300,48300,46650,7815,368783350,235964453100,5009861,STK
007160,KR7007160005,사조산업,KOSPI,,47050,2,-1150,-2.39,48750,48750,47000,9104,430825950,235250000000,5000000,STK
003200,KR7003200003,일신방직,KOSPI,,10230,1,20,0.2,10230,10280,10020,47926,487907345,234880800000,22960000,STK
001230,KR7001230002,동국홀딩스,KOSPI,,7370,2,-60,-0.81,7430,7440,7310,65728,483183345,234369559710,31800483,STK
033920,KR7033920000,무학,KOSPI,,8190,2,-60,-0.73,8250,8250,8120,36435,297231990,233415000000,28500000,STK
000430,KR7000430009,대원강업,KOSPI,,3750,2,-85,-2.22,3835,4075,3720,146223,554955890,232500000000,62000000,STK
000140,KR7000140004,하이트진로홀딩스,KOSPI,,9910,2,-80,-0.8,10000,10000,9880,19020,188417955,229979041150,23206765,STK
298690,KR7298690009,에어부산,KOSPI,,1956,2,-10,-0.51,1969,1972,1955,98517,193027188,228147840000,116640000,STK
000480,KR7000480004,CR홀딩스,KOSPI,,4800,2,-70,-1.44,4845,4870,4790,181175,874698547,225074352000,46890490,STK
001750,KR7001750009,한양증권,KOSPI,,17610,2,-290,-1.62,17910,17910,17430,51611,907229625,224149483740,12728534,STK
005010,KR7005010004,휴스틸,KOSPI,,3985,2,-55,-1.36,4040,4045,3965,315822,1261208987,223909478875,56188075,STK
339770,KR7339770000,교촌에프앤비,KOSPI,,4480,2,-45,-0.99,4500,4500,4390,67735,299628440,223843558400,49965080,STK
117580,KR7117580001,대성에너지,KOSPI,,8110,2,-50,-0.61,8240,8250,8110,28255,229863140,223025000000,27500000,STK
271980,KR7271980005,제일약품,KOSPI,,15150,1,860,6.02,14500,15940,14500,300635,4574337690,222778810800,14704872,STK
058430,KR7058430000,포스코스틸리온,KOSPI,,36850,2,-500,-1.34,37700,37700,36650,7264,268204400,221100000000,6000000,STK
030210,KR7030210009,다올투자증권,KOSPI,,3600,1,35,0.98,3555,3690,3535,126663,456183078,219279981600,60911106,STK
487570,KR7487570004,HS효성,KOSPI,,58600,2,-1100,-1.84,60900,60900,58000,13654,800221050,218339322200,3725927,STK
006340,KR7006340004,대원전선,KOSPI,,2905,2,-90,-3.01,2990,2995,2885,852044,2489392165,217814503375,74979175,STK
011500,KR7011500006,한농화성,KOSPI,,13920,2,-350,-2.45,14140,14270,13850,56290,785749145,217667624640,15637042,STK
001045,KR7001041003,CJ우,KOSPI,,96100,2,-2100,-2.14,98300,101200,94100,10187,976113650,217207430300,2260223,STK
008970,KR7008970006,KBI동양철관,KOSPI,,2715,1,45,1.69,2670,2820,2655,3867693,10630082039,216930962505,79900907,STK
000520,KR7000520007,삼일제약,KOSPI,,10000,2,-210,-2.06,10160,10270,9980,175357,1765393485,216918110000,21691811,STK
452260,KR7452260003,한화갤러리아,KOSPI,,1118,2,-2,-0.18,1120,1120,1100,375238,416200274,216735043980,193859610,STK
039570,KR7039570007,HDC랩스,KOSPI,,8340,2,-60,-0.71,8380,8380,8160,22272,184284285,216486392340,25957601,STK
007460,KR7007460009,에이프로젠,KOSPI,,662,2,-1,-0.15,663,672,650,2084688,1374184431,216280449736,326707628,STK
005430,KR7005430004,한국공항,KOSPI,,68300,3,0,0.0,67500,69700,67100,9012,615388950,216262046500,3166355,STK
334890,KR7334890001,이지스밸류플러스리츠,KOSPI,,4170,2,-20,-0.48,4200,4200,4140,67749,281650598,214519265730,51443469,STK
010820,KR7010820009,퍼스텍,KOSPI,,4390,2,-90,-2.01,4520,4520,4370,602590,2670283776,214108807820,48771938,STK
006060,KR7006060008,화승인더,KOSPI,,3850,2,-55,-1.41,3905,3910,3840,112893,436530448,212982000000,55320000,STK
293480,KR7293480000,하나제약,KOSPI,,11980,2,-200,-1.64,12180,12180,11970,13387,160723965,212919893080,17772946,STK
004710,KR7004710000,한솔테크닉스,KOSPI,,6570,1,840,14.66,5730,7130,5660,6545074,43108528765,210961898460,32109878,STK
044450,KR7044450005,KSS해운,KOSPI,,9110,2,-30,-0.33,9210,9210,9030,33157,301284915,210312366800,23085880,STK
004380,KR7004380002,삼익THK,KOSPI,,9960,0,0,0.0,0,0,0,0,0,209160000000,21000000,STK
007860,KR7007860000,서연,KOSPI,,8900,2,-90,-1.0,8990,9090,8800,48573,431370900,208970611600,23479844,STK
002150,KR7002150001,도화엔지니어링,KOSPI,,6170,2,-100,-1.59,6320,6320,6160,37642,233326150,208052400000,33720000,STK
102260,KR7102260007,동성케미컬,KOSPI,,4145,2,-45,-1.07,4170,4190,4120,65175,269656330,207982798695,50176791,STK
005680,KR7005680004,삼영전자,KOSPI,,10390,2,-180,-1.7,10570,10570,10300,32746,339365760,207800000000,20000000,STK
102460,KR7102460003,이연제약,KOSPI,,11170,2,-410,-3.54,11390,11540,11150,13570,152960050,207614678870,18586811,STK
213500,KR7213500002,한솔제지,KOSPI,,8710,1,20,0.23,8690,8750,8660,95318,828975925,207303016960,23800576,STK
084680,KR7084680008,이월드,KOSPI,,1457,2,-15,-1.02,1472,1480,1445,178025,259287940,206611623201,141806193,STK
006405,KR7006401004,삼성SDI우,KOSPI,,127300,2,-5600,-4.21,132800,132800,126900,10464,1343427350,205958160800,1617896,STK
272550,KR7272550005,삼양패키징,KOSPI,,13430,2,-10,-0.07,13410,13510,13350,9801,131317905,205894940530,15330971,STK
037560,KR7037560000,LG헬로비전,KOSPI,,2655,2,-95,-3.45,2750,2750,2645,156527,419786760,205621426575,77446865,STK
001250,KR7001250000,GS글로벌,KOSPI,,2485,2,-40,-1.58,2520,2525,2480,647458,1612987445,205096403540,82533764,STK
003610,KR7003610003,방림,KOSPI,,5070,1,275,5.74,4790,5330,4730,332420,1662101680,203824941060,40202158,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,10550,2,-370,-3.39,10920,10920,10330,48092,510331470,203217349400,19262308,STK
035510,KR7035510007,신세계 I&C,KOSPI,,14310,2,-530,-3.57,14780,14780,14200,94739,1362612340,200066679000,13980900,STK
404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3455,2,-5,-0.14,3465,3465,3400,56853,195920063,199025475390,57605058,STK
028100,KR7028100006,동아지질,KOSPI,,14840,2,-300,-1.98,15150,15290,14800,17204,256212330,198700209680,13389502,STK
001520,KR7001520006,동양,KOSPI,,829,4,191,29.94,638,829,630,62520920,46846761693,197869088227,238684063,STK
016580,KR7016580003,환인제약,KOSPI,,10580,2,-150,-1.4,10770,10770,10520,38166,403959575,196788740600,18600070,STK
128820,KR7128820008,대성산업,KOSPI,,4335,1,80,1.88,4305,4365,4095,272982,1153249810,196095797130,45235478,STK
001780,KR7001780006,알루코,KOSPI,,2025,2,-60,-2.88,2065,2070,2015,456470,928439048,196081017300,96830132,STK
011000,KR7011000007,진원생명과학,KOSPI,,2280,2,-20,-0.87,2300,2475,2265,792284,1851136717,194734654080,85409936,STK
234080,KR7234080000,JW생명과학,KOSPI,,12250,2,-170,-1.37,12550,12550,12190,48194,591197310,193973286500,15834554,STK
095570,KR7095570008,AJ네트웍스,KOSPI,,4275,2,-50,-1.16,4305,4305,4200,301081,1277728153,193455544725,45252759,STK
210980,KR7210980009,SK디앤디,KOSPI,,10390,2,-210,-1.98,10620,10830,10310,123210,1304927420,193434598980,18617382,STK
000050,KR7000050005,경방,KOSPI,,7050,2,-80,-1.12,7090,7130,6940,43411,303410970,193277653500,27415270,STK
101530,KR7101530004,해태제과식품,KOSPI,,6620,3,0,0.0,6580,6630,6550,28125,185470205,192753361640,29116822,STK
003547,KR7003542008,대신증권2우B,KOSPI,,19250,2,-240,-1.23,19490,19520,19250,67870,1312649910,192500000000,10000000,STK
134380,KR7134380005,미원화학,KOSPI,,87000,2,-400,-0.46,87400,87400,85600,1638,142299500,191336316000,2199268,STK
070960,KR7070960000,모나용평,KOSPI,,3960,2,-40,-1.0,4000,4005,3900,173832,683805620,190607998680,48133333,STK
003650,KR7003650009,미창석유,KOSPI,,108500,2,-700,-0.64,109300,112500,107800,764,82882200,188754412000,1739672,STK
002100,KR7002100006,경농,KOSPI,,9660,2,-70,-0.72,9730,10020,9610,53167,519462720,188588074500,19522575,STK
071840,KR7071840003,롯데하이마트,KOSPI,,7950,2,-120,-1.49,8070,8070,7930,12055,96334275,187681310400,23607712,STK
095720,KR7095720009,웅진씽크빅,KOSPI,,1616,2,-19,-1.16,1635,1635,1610,108243,174902936,186657671760,115505985,STK
003555,KR7003551009,LG우,KOSPI,,61900,2,-100,-0.16,62000,62200,61600,4517,279467950,186393218100,3011199,STK
009270,KR7009270000,신원,KOSPI,,1674,2,-14,-0.83,1679,1705,1660,730092,1223860998,185187642768,110625832,STK
400760,KR7400760005,NH올원리츠,KOSPI,,3365,2,-20,-0.59,3355,3380,3345,119308,400370951,184837010375,54929275,STK
462520,KR7462520008,조선내화,KOSPI,,15590,2,-1590,-9.25,16850,17260,15590,296473,4768704080,184822069120,11855168,STK
097955,KR7097951008,CJ제일제당 우,KOSPI,,138200,2,-1500,-1.07,139700,139700,138000,5664,783823300,183451240600,1327433,STK
02826K,KR702826K016,삼성물산우B,KOSPI,,123500,2,-2600,-2.06,126000,126000,121900,10016,1233688700,181247365000,1467590,STK
004090,KR7004090007,한국석유,KOSPI,,14250,2,-170,-1.18,14530,14590,14080,90584,1299946835,180891210000,12694120,STK
090350,KR7090350000,노루페인트,KOSPI,,8990,2,-160,-1.75,9240,9340,8930,110989,1008033740,179800000000,20000000,STK
019680,KR7019680008,대교,KOSPI,,2115,2,-45,-2.08,2140,2145,2100,77884,164738910,179146527750,84702850,STK
100250,KR7100250000,진양홀딩스,KOSPI,,3200,2,-20,-0.62,3220,3220,3185,65638,209951305,178864934400,55895292,STK
123690,KR7123690000,한국화장품,KOSPI,,11060,1,100,0.91,10910,11060,10760,185381,2018556250,177712080000,16068000,STK
000020,KR7000020008,동화약품,KOSPI,,6350,2,-60,-0.94,6360,6430,6310,58386,370618715,177364834500,27931470,STK
013580,KR7013580006,계룡건설,KOSPI,,19610,2,-220,-1.11,19790,19850,19510,39978,783660280,175135086270,8930907,STK
008040,KR7008040008,사조동아원,KOSPI,,1235,2,-3,-0.24,1242,1247,1226,1105372,1365575282,174313581000,141144600,STK
083420,KR7083420000,그린케미칼,KOSPI,,7240,2,-150,-2.03,7380,7400,7120,43932,316423620,173760000000,24000000,STK
092200,KR7092200005,디아이씨,KOSPI,,4440,2,-55,-1.22,4520,4540,4405,280682,1250684669,172665246360,38888569,STK
018470,KR7018470005,조일알미늄,KOSPI,,1353,2,-28,-2.03,1381,1400,1352,321583,438101602,171332718513,126631721,STK
001080,KR7001080001,만호제강,KOSPI,,41200,1,2000,5.1,46350,50900,41000,429701,20090579200,170980000000,4150000,STK
011785,KR7011781002,금호석유화학우,KOSPI,,56100,2,-200,-0.36,56300,56500,55800,3163,177314750,169617564600,3023486,STK
015230,KR7015230006,대창단조,KOSPI,,5930,2,-90,-1.5,6100,6100,5870,72547,431372710,169433323900,28572230,STK
003070,KR7003070000,코오롱글로벌,KOSPI,,8930,2,-80,-0.89,9070,9070,8860,16594,148338160,169069127090,18932713,STK
033530,KR7033530007,SJG세종,KOSPI,,6060,2,-240,-3.81,6220,6270,6010,196716,1202616775,168595023660,27820961,STK
004560,KR7004560009,현대비앤지스틸,KOSPI,,11150,2,-270,-2.36,11440,11440,10500,66631,735038430,168128742650,15078811,STK
044820,KR7044820009,코스맥스비티아이,KOSPI,,17500,2,-560,-3.1,18060,18290,16900,24472,434460520,168068617500,9603921,STK
107590,KR7107590002,미원홀딩스,KOSPI,,71900,2,-500,-0.69,72300,72400,71500,96,6901200,166808000000,2320000,STK
002170,KR7002170009,삼양통상,KOSPI,,55200,1,100,0.18,55200,55300,54400,2949,162201700,165600000000,3000000,STK
092220,KR7092220003,KEC,KOSPI,,823,2,-17,-2.02,832,840,805,884046,725210603,165228065043,200763141,STK
244920,KR7244920005,에이플러스에셋,KOSPI,,7280,1,130,1.82,7140,7350,7040,127761,923973335,164584005040,22607693,STK
45014K,KR745014K018,코오롱모빌리티그룹우,KOSPI,,67000,4,15400,29.84,61600,67000,56300,462726,30180097100,164560040000,2456120,STK
003720,KR7003720000,삼영,KOSPI,,4830,2,-45,-0.92,4815,4890,4740,282850,1360471440,164220000000,34000000,STK
081000,KR7081000002,일진다이아,KOSPI,,11540,2,-220,-1.87,11700,11760,11490,13687,158110215,163902331500,14202975,STK
460850,KR7460850001,동국씨엠,KOSPI,,5450,2,-10,-0.18,5470,5470,5380,39384,213004095,162947675200,29898656,STK
000300,KR7000300004,DH오토넥스,KOSPI,,1984,0,0,0.0,0,0,0,0,0,162944308992,82129188,STK
002390,KR7002390003,한독,KOSPI,,11830,1,230,1.98,11800,11970,11650,22040,260013950,162822595390,13763533,STK
016450,KR7016450009,한세예스24홀딩스,KOSPI,,4050,2,-85,-2.06,4135,4135,4015,23940,96842157,162000000000,40000000,STK
000390,KR7000390005,삼화페인트,KOSPI,,5950,2,-40,-0.67,6030,6030,5900,49676,295458230,161860640550,27203469,STK
031440,KR7031440001,신세계푸드,KOSPI,,41600,3,0,0.0,41600,43000,41250,9307,389066550,161095168000,3872480,STK
009070,KR7009070004,KCTC,KOSPI,,5360,2,-120,-2.19,5480,5520,5310,192549,1032675045,160800000000,30000000,STK
009580,KR7009580002,무림P&P,KOSPI,,2555,2,-20,-0.78,2555,2585,2540,74990,191438911,159351067820,62368324,STK
068290,KR7068290006,삼성출판사,KOSPI,,15880,2,-190,-1.18,16110,16270,15770,18562,295912350,158800000000,10000000,STK
010955,KR7010951002,S-Oil우,KOSPI,,39450,1,150,0.38,39550,40200,39000,19524,770341775,158665020150,4021927,STK
008110,KR7008110009,대동전자,KOSPI,,15040,0,0,0.0,0,0,0,0,0,157776322880,10490447,STK
000970,KR7000970004,한국주철관,KOSPI,,6880,2,-40,-0.58,6920,6920,6780,49875,340925265,156867440000,22800500,STK
025820,KR7025820002,이구산업,KOSPI,,4685,2,-95,-1.99,4800,4895,4650,778276,3707621564,156675770000,33442000,STK
007110,KR7007110000,일신석재,KOSPI,,1999,2,-1,-0.05,1992,2035,1967,1270450,2536596220,154835763390,77456610,STK
003460,KR7003460003,유화증권,KOSPI,,2725,2,-5,-0.18,2710,2760,2690,20358,55036421,154514080875,56702415,STK
020120,KR7020120002,키다리스튜디오,KOSPI,,4140,2,-105,-2.47,4245,4265,4100,119490,494851034,153443991240,37063766,STK
000860,KR7000860007,강남제비스코,KOSPI,,11790,2,-100,-0.84,11890,11890,11730,9387,110665440,153270000000,13000000,STK
027970,KR7027970003,한국제지,KOSPI,,805,3,0,0.0,806,812,803,53888,43443082,153093480785,190178237,STK
001360,KR7001360007,삼성제약,KOSPI,,1616,2,-33,-2.0,1649,1649,1604,156801,253185963,152165919664,94162079,STK
003830,KR7003830007,대한화섬,KOSPI,,114500,2,-1200,-1.04,114500,115500,110000,144,16438400,152056000000,1328000,STK
004250,KR7004250007,NPC,KOSPI,,4075,2,-20,-0.49,4095,4115,4040,25839,105054370,149634000000,36720000,STK
000700,KR7000700005,유수홀딩스,KOSPI,,5740,2,-20,-0.35,5680,5790,5680,9307,53195010,149480000880,26041812,STK
003480,KR7003480001,한진중공업홀딩스,KOSPI,,5060,2,-70,-1.36,5130,5180,5000,148294,748608750,149420848720,29529812,STK
094280,KR7094280005,효성ITX,KOSPI,,12870,2,-130,-1.0,12860,12990,12830,10435,134335290,148754034000,11558200,STK
00279K,KR700279K010,아모레퍼시픽홀딩스3우C,KOSPI,,20950,2,-250,-1.18,21100,21200,20700,4351,90671900,148581590000,7092200,STK
077500,KR7077500007,유니퀘스트,KOSPI,,6850,2,-180,-2.56,6980,6980,6760,259902,1783473955,147960698700,21600102,STK
015890,KR7015890007,태경산업,KOSPI,,5060,2,-50,-0.98,5070,5120,5040,48816,246967045,147897475000,29228750,STK
298000,KR7298000001,효성화학,KOSPI,,38900,0,0,0.0,0,0,0,0,0,147501447900,3791811,STK
079430,KR7079430005,현대리바트,KOSPI,,7140,2,-30,-0.42,7170,7170,7100,34044,242598075,146621913480,20535282,STK
004970,KR7004970000,신라교역,KOSPI,,9160,2,-120,-1.29,9280,9280,9120,10712,98333080,146560000000,16000000,STK
035000,KR7035000009,HS애드,KOSPI,,8790,2,-60,-0.68,8850,8870,8700,19905,174152180,145627525110,16567409,STK
014710,KR7014710008,사조씨푸드,KOSPI,,8450,2,-130,-1.52,8490,8640,8400,19326,163338325,145496688350,17218543,STK
214390,KR7214390007,경보제약,KOSPI,,6060,2,-90,-1.46,6150,6260,6060,37098,227331760,144875571600,23906860,STK
005950,KR7005950001,이수화학,KOSPI,,5460,2,-70,-1.27,5490,5500,5410,24844,135288000,143566162740,26294169,STK
139990,KR7139990006,아주스틸,KOSPI,,3690,2,-75,-1.99,3765,3770,3600,75463,277259179,143007477660,38755414,STK
350520,KR7350520003,이지스레지던스리츠,KOSPI,,3870,1,15,0.39,3890,3890,3850,39946,154117575,142672201740,36866202,STK
069460,KR7069460004,대호에이엘,KOSPI,,1694,2,-6,-0.35,1700,1706,1648,520812,870917896,142433088644,84080926,STK
014280,KR7014280002,금강공업,KOSPI,,4795,2,-145,-2.94,4920,4920,4760,207156,992777931,140634266815,29329357,STK
363280,KR7363280009,티와이홀딩스,KOSPI,,2785,3,0,0.0,2790,2790,2700,38168,104183100,140445511380,50429268,STK
004140,KR7004140000,동방,KOSPI,,2925,2,-65,-2.17,2990,2995,2910,566676,1666185301,140317415550,47971766,STK
078000,KR7078000007,텔코웨어,KOSPI,,15170,2,-400,-2.57,15460,16180,15100,225450,3516916650,140171968090,9240077,STK
011330,KR7011330008,유니켐,KOSPI,,1501,2,-37,-2.41,1538,1540,1474,396159,593093603,139711575998,93078998,STK
